Cenario 0 S(t),Cenario 0 I(t),Cenario 0 R(t),Cenario 0 D(t),Cenario 1 S(t),Cenario 1 I(t),Cenario 1 R(t),Cenario 1 D(t),Cenario 2 S(t),Cenario 2 I(t),Cenario 2 R(t),Cenario 2 D(t),tempo(t)
000.1312666974,000.6063659282,071.2623673744,001.4252473475,002.7354857832,001.0743844964,068.1901297204,001.3638025944,002.5903455179,000.0127702265,069.3968842556,001.3879376851,490.1000
000.1312587379,000.6056848356,071.2630564266,001.4252611285,002.7353388350,001.0733105531,068.1913506119,001.3638270122,002.5903422100,000.0127445112,069.3969132788,001.3879382656,490.2000
000.1312507877,000.6050045075,071.2637447048,001.4252748941,002.7351920416,001.0722376754,068.1925702830,001.3638514057,002.5903389087,000.0127188477,069.3969422436,001.3879388449,490.3000
000.1312428470,000.6043249431,071.2644322099,001.4252886442,002.7350454028,001.0711658623,068.1937887349,001.3638757747,002.5903356141,000.0126932358,069.3969711501,001.3879394230,490.4000
000.1312349156,000.6036461415,071.2651189428,001.4253023789,002.7348989185,001.0700951127,068.1950059688,001.3639001194,002.5903323261,000.0126676755,069.3969999983,001.3879400000,490.5000
000.1312269937,000.6029681020,071.2658049043,001.4253160981,002.7347525884,001.0690254257,068.1962219860,001.3639244397,002.5903290448,000.0126421667,069.3970287885,001.3879405758,490.6000
000.1312190811,000.6022908235,071.2664900954,001.4253298019,002.7346064124,001.0679568000,068.1974367876,001.3639487358,002.5903257701,000.0126167092,069.3970575207,001.3879411504,490.7000
000.1312111779,000.6016143053,071.2671745168,001.4253434903,002.7344603903,001.0668892349,068.1986503749,001.3639730075,002.5903225019,000.0125913030,069.3970861951,001.3879417239,490.8000
000.1312032841,000.6009385465,071.2678581694,001.4253571634,002.7343145220,001.0658227290,068.1998627490,001.3639972550,002.5903192404,000.0125659480,069.3971148117,001.3879422962,490.9000
000.1311953996,000.6002635463,071.2685410541,001.4253708211,002.7341688072,001.0647572816,068.2010739112,001.3640214782,002.5903159854,000.0125406440,069.3971433706,001.3879428674,491.0000
000.1311875244,000.5995893039,071.2692231718,001.4253844634,002.7340232459,001.0636928914,068.2022838626,001.3640456773,002.5903127370,000.0125153910,069.3971718721,001.3879434374,491.1000
000.1311796585,000.5989158182,071.2699045232,001.4253980905,002.7338778379,001.0626295576,068.2034926046,001.3640698521,002.5903094951,000.0124901888,069.3972003162,001.3879440063,491.2000
000.1311718020,000.5982430886,071.2705851094,001.4254117022,002.7337325829,001.0615672789,068.2047001382,001.3640940028,002.5903062597,000.0124650373,069.3972287029,001.3879445741,491.3000
000.1311639547,000.5975711142,071.2712649311,001.4254252986,002.7335874808,001.0605060545,068.2059064646,001.3641181293,002.5903030309,000.0124399365,069.3972570326,001.3879451407,491.4000
000.1311561167,000.5968998941,071.2719439892,001.4254388798,002.7334425315,001.0594458833,068.2071115851,001.3641422317,002.5902998086,000.0124148863,069.3972853052,001.3879457061,491.5000
000.1311482880,000.5962294275,071.2726222845,001.4254524457,002.7332977348,001.0583867643,068.2083155009,001.3641663100,002.5902965928,000.0123898864,069.3973135208,001.3879462704,491.6000
000.1311404686,000.5955597135,071.2732998180,001.4254659964,002.7331530905,001.0573286963,068.2095182131,001.3641903643,002.5902933834,000.0123649369,069.3973416796,001.3879468336,491.7000
000.1311326584,000.5948907513,071.2739765904,001.4254795318,002.7330085985,001.0562716785,068.2107197230,001.3642143945,002.5902901805,000.0123400377,069.3973697818,001.3879473956,491.8000
000.1311248574,000.5942225400,071.2746526026,001.4254930521,002.7328642585,001.0552157098,068.2119200317,001.3642384006,002.5902869841,000.0123151886,069.3973978273,001.3879479565,491.9000
000.1311170657,000.5935550789,071.2753278555,001.4255065571,002.7327200704,001.0541607891,068.2131191405,001.3642623828,002.5902837941,000.0122903895,069.3974258164,001.3879485163,492.0000
000.1311092832,000.5928883670,071.2760023499,001.4255200470,002.7325760341,001.0531069154,068.2143170505,001.3642863410,002.5902806106,000.0122656404,069.3974537491,001.3879490750,492.1000
000.1311015098,000.5922224035,071.2766760866,001.4255335217,002.7324321494,001.0520540877,068.2155137629,001.3643102753,002.5902774334,000.0122409411,069.3974816255,001.3879496325,492.2000
000.1310937457,000.5915571876,071.2773490666,001.4255469813,002.7322884160,001.0510023051,068.2167092789,001.3643341856,002.5902742627,000.0122162915,069.3975094459,001.3879501889,492.3000
000.1310859908,000.5908927185,071.2780212907,001.4255604258,002.7321448340,001.0499515663,068.2179035997,001.3643580720,002.5902710983,000.0121916915,069.3975372102,001.3879507442,492.4000
000.1310782450,000.5902289953,071.2786927597,001.4255738552,002.7320014030,001.0489018705,068.2190967265,001.3643819345,002.5902679403,000.0121671411,069.3975649185,001.3879512984,492.5000
000.1310705084,000.5895660171,071.2793634745,001.4255872695,002.7318581229,001.0478532167,068.2202886604,001.3644057732,002.5902647887,000.0121426401,069.3975925711,001.3879518514,492.6000
000.1310627809,000.5889037832,071.2800334359,001.4256006687,002.7317149936,001.0468056037,068.2214794027,001.3644295881,002.5902616434,000.0121181885,069.3976201681,001.3879524034,492.7000
000.1310550626,000.5882422927,071.2807026447,001.4256140529,002.7315720149,001.0457590306,068.2226689545,001.3644533791,002.5902585045,000.0120937861,069.3976477094,001.3879529542,492.8000
000.1310473533,000.5875815448,071.2813711019,001.4256274220,002.7314291866,001.0447134964,068.2238573171,001.3644771463,002.5902553719,000.0120694328,069.3976751953,001.3879535039,492.9000
000.1310396532,000.5869215386,071.2820388082,001.4256407762,002.7312865085,001.0436690000,068.2250444915,001.3645008898,002.5902522456,000.0120451286,069.3977026258,001.3879540525,493.0000
000.1310319622,000.5862622733,071.2827057645,001.4256541153,002.7311439806,001.0426255404,068.2262304790,001.3645246096,002.5902491256,000.0120208733,069.3977300011,001.3879546000,493.1000
000.1310242803,000.5856037481,071.2833719716,001.4256674394,002.7310016025,001.0415831167,068.2274152808,001.3645483056,002.5902460119,000.0119966668,069.3977573213,001.3879551464,493.2000
000.1310166075,000.5849459621,071.2840374304,001.4256807486,002.7308593743,001.0405417278,068.2285988979,001.3645719780,002.5902429045,000.0119725091,069.3977845864,001.3879556917,493.3000
000.1310089437,000.5842889145,071.2847021417,001.4256940428,002.7307172956,001.0395013727,068.2297813317,001.3645956266,002.5902398033,000.0119484000,069.3978117967,001.3879562359,493.4000
000.1310012890,000.5836326046,071.2853661064,001.4257073221,002.7305753664,001.0384620503,068.2309625833,001.3646192517,002.5902367084,000.0119243395,069.3978389521,001.3879567790,493.5000
000.1309936434,000.5829770314,071.2860293253,001.4257205865,002.7304335865,001.0374237597,068.2321426538,001.3646428531,002.5902336197,000.0119003274,069.3978660529,001.3879573211,493.6000
000.1309860067,000.5823221941,071.2866917992,001.4257338360,002.7302919556,001.0363864999,068.2333215444,001.3646664309,002.5902305373,000.0118763637,069.3978930991,001.3879578620,493.7000
000.1309783791,000.5816680919,071.2873535289,001.4257470706,002.7301504737,001.0353502699,068.2344992564,001.3646899851,002.5902274610,000.0118524482,069.3979200908,001.3879584018,493.8000
000.1309707605,000.5810147241,071.2880145154,001.4257602903,002.7300091406,001.0343150686,068.2356757908,001.3647135158,002.5902243909,000.0118285809,069.3979470282,001.3879589406,493.9000
000.1309631510,000.5803620896,071.2886747594,001.4257734952,002.7298679562,001.0332808951,068.2368511488,001.3647370230,002.5902213271,000.0118047616,069.3979739113,001.3879594782,494.0000
000.1309555503,000.5797101879,071.2893342618,001.4257866852,002.7297269201,001.0322477482,068.2380253316,001.3647605066,002.5902182694,000.0117809903,069.3980007403,001.3879600148,494.1000
000.1309479587,000.5790590179,071.2899930234,001.4257998605,002.7295860324,001.0312156272,068.2391983404,001.3647839668,002.5902152179,000.0117572668,069.3980275153,001.3879605503,494.2000
000.1309403761,000.5784085790,071.2906510450,001.4258130209,002.7294452928,001.0301845308,068.2403701764,001.3648074035,002.5902121725,000.0117335912,069.3980542364,001.3879610847,494.3000
000.1309328024,000.5777588702,071.2913083274,001.4258261665,002.7293047012,001.0291544582,068.2415408406,001.3648308168,002.5902091332,000.0117099632,069.3980809036,001.3879616181,494.4000
000.1309252376,000.5771098908,071.2919648716,001.4258392974,002.7291642574,001.0281254083,068.2427103343,001.3648542067,002.5902061001,000.0116863827,069.3981075172,001.3879621503,494.5000
000.1309176818,000.5764616399,071.2926206783,001.4258524136,002.7290239612,001.0270973801,068.2438786586,001.3648775732,002.5902030731,000.0116628498,069.3981340771,001.3879626815,494.6000
000.1309101349,000.5758141168,071.2932757484,001.4258655150,002.7288838126,001.0260703727,068.2450458148,001.3649009163,002.5902000522,000.0116393642,069.3981605836,001.3879632117,494.7000
000.1309025969,000.5751673205,071.2939300826,001.4258786017,002.7287438112,001.0250443849,068.2462118038,001.3649242361,002.5901970373,000.0116159259,069.3981870367,001.3879637407,494.8000
000.1308950678,000.5745212504,071.2945836818,001.4258916736,002.7286039571,001.0240194160,068.2473766270,001.3649475325,002.5901940286,000.0115925349,069.3982134366,001.3879642687,494.9000
000.1308875476,000.5738759055,071.2952365469,001.4259047309,002.7284642499,001.0229954647,068.2485402854,001.3649708057,002.5901910259,000.0115691909,069.3982397832,001.3879647957,495.0000
000.1308800363,000.5732312852,071.2958886786,001.4259177736,002.7283246896,001.0219725302,068.2497027803,001.3649940556,002.5901880293,000.0115458939,069.3982660768,001.3879653215,495.1000
000.1308725338,000.5725873884,071.2965400778,001.4259308016,002.7281852759,001.0209506114,068.2508641127,001.3650172823,002.5901850386,000.0115226438,069.3982923175,001.3879658464,495.2000
000.1308650402,000.5719442145,071.2971907452,001.4259438149,002.7280460088,001.0199297074,068.2520242838,001.3650404857,002.5901820541,000.0114994406,069.3983185053,001.3879663701,495.3000
000.1308575555,000.5713017627,071.2978406819,001.4259568136,002.7279068880,001.0189098171,068.2531832949,001.3650636659,002.5901790755,000.0114762841,069.3983446404,001.3879668928,495.4000
000.1308500796,000.5706600320,071.2984898884,001.4259697978,002.7277679135,001.0178909396,068.2543411469,001.3650868229,002.5901761029,000.0114531742,069.3983707229,001.3879674145,495.5000
000.1308426125,000.5700190218,071.2991383657,001.4259827673,002.7276290850,001.0168730739,068.2554978412,001.3651099568,002.5901731364,000.0114301108,069.3983967528,001.3879679351,495.6000
000.1308351542,000.5693787312,071.2997861146,001.4259957223,002.7274904023,001.0158562189,068.2566533787,001.3651330676,002.5901701758,000.0114070939,069.3984227304,001.3879684546,495.7000
000.1308277047,000.5687391594,071.3004331359,001.4260086627,002.7273518654,001.0148403737,068.2578077608,001.3651561552,002.5901672211,000.0113841233,069.3984486556,001.3879689731,495.8000
000.1308202640,000.5681003056,071.3010794304,001.4260215886,002.7272134741,001.0138255374,068.2589609885,001.3651792198,002.5901642725,000.0113611990,069.3984745286,001.3879694906,495.9000
000.1308128321,000.5674621690,071.3017249989,001.4260345000,002.7270752282,001.0128117088,068.2601130630,001.3652022613,002.5901613297,000.0113383208,069.3985003495,001.3879700070,496.0000
000.1308054090,000.5668247487,071.3023698423,001.4260473968,002.7269371275,001.0117988871,068.2612639854,001.3652252797,002.5901583929,000.0113154887,069.3985261184,001.3879705224,496.1000
000.1307979946,000.5661880441,071.3030139613,001.4260602792,002.7267991719,001.0107870713,068.2624137568,001.3652482751,002.5901554620,000.0112927026,069.3985518354,001.3879710367,496.2000
000.1307905890,000.5655520542,071.3036573568,001.4260731471,002.7266613612,001.0097762603,068.2635623785,001.3652712476,002.5901525370,000.0112699623,069.3985775006,001.3879715500,496.3000
000.1307831921,000.5649167783,071.3043000296,001.4260860006,002.7265236953,001.0087664531,068.2647098515,001.3652941970,002.5901496179,000.0112472679,069.3986031142,001.3879720623,496.4000
000.1307758039,000.5642822156,071.3049419805,001.4260988396,002.7263861740,001.0077576489,068.2658561771,001.3653171235,002.5901467047,000.0112246191,069.3986286762,001.3879725735,496.5000
000.1307684245,000.5636483652,071.3055832103,001.4261116642,002.7262487972,001.0067498466,068.2670013562,001.3653400271,002.5901437974,000.0112020159,069.3986541867,001.3879730837,496.6000
000.1307610538,000.5630152265,071.3062237198,001.4261244744,002.7261115647,001.0057430452,068.2681453901,001.3653629078,002.5901408959,000.0111794583,069.3986796458,001.3879735929,496.7000
000.1307536917,000.5623827985,071.3068635098,001.4261372702,002.7259744763,001.0047372438,068.2692882799,001.3653857656,002.5901380003,000.0111569461,069.3987050537,001.3879741011,496.8000
000.1307463383,000.5617510805,071.3075025812,001.4261500516,002.7258375319,001.0037324413,068.2704300268,001.3654086005,002.5901351105,000.0111344792,069.3987304104,001.3879746082,496.9000
000.1307389937,000.5611200717,071.3081409347,001.4261628187,002.7257007313,001.0027286368,068.2715706319,001.3654314126,002.5901322265,000.0111120575,069.3987557160,001.3879751143,497.0000
000.1307316576,000.5604897712,071.3087785711,001.4261755714,002.7255640744,001.0017258294,068.2727100962,001.3654542019,002.5901293483,000.0110896810,069.3987809707,001.3879756194,497.1000
000.1307243303,000.5598601784,071.3094154913,001.4261883098,002.7254275610,001.0007240180,068.2738484210,001.3654769684,002.5901264760,000.0110673496,069.3988061745,001.3879761235,497.2000
000.1307170115,000.5592312924,071.3100516961,001.4262010339,002.7252911910,000.9997232016,068.2749856074,001.3654997121,002.5901236094,000.0110450631,069.3988313275,001.3879766266,497.3000
000.1307097014,000.5586031124,071.3106871862,001.4262137437,002.7251549641,000.9987233794,068.2761216565,001.3655224331,002.5901207486,000.0110228215,069.3988564300,001.3879771286,497.4000
000.1307023999,000.5579756376,071.3113219624,001.4262264392,002.7250188803,000.9977245502,068.2772565694,001.3655451314,002.5901178935,000.0110006247,069.3988814818,001.3879776296,497.5000
000.1306951071,000.5573488673,071.3119560257,001.4262391205,002.7248829394,000.9967267133,068.2783903473,001.3655678069,002.5901150442,000.0109784725,069.3989064833,001.3879781297,497.6000
000.1306878228,000.5567228006,071.3125893767,001.4262517875,002.7247471412,000.9957298674,068.2795229913,001.3655904598,002.5901122007,000.0109563650,069.3989314343,001.3879786287,497.7000
000.1306805471,000.5560974367,071.3132220162,001.4262644403,002.7246114856,000.9947340118,068.2806545025,001.3656130901,002.5901093629,000.0109343020,069.3989563352,001.3879791267,497.8000
000.1306732800,000.5554727749,071.3138539451,001.4262770789,002.7244759724,000.9937391455,068.2817848821,001.3656356976,002.5901065307,000.0109122834,069.3989811858,001.3879796237,497.9000
000.1306660214,000.5548488144,071.3144851642,001.4262897033,002.7243406015,000.9927452674,068.2829141311,001.3656582826,002.5901037044,000.0108903092,069.3990059865,001.3879801197,498.0000
000.1306587714,000.5542255544,071.3151156742,001.4263023135,002.7242053727,000.9917523765,068.2840422507,001.3656808450,002.5901008836,000.0108683792,069.3990307372,001.3879806147,498.1000
000.1306515300,000.5536029941,071.3157454759,001.4263149095,002.7240702859,000.9907604721,068.2851692421,001.3657033848,002.5900980686,000.0108464933,069.3990554380,001.3879811088,498.2000
000.1306442971,000.5529811326,071.3163745703,001.4263274914,002.7239353408,000.9897695529,068.2862951063,001.3657259021,002.5900952593,000.0108246515,069.3990800892,001.3879816018,498.3000
000.1306370727,000.5523599694,071.3170029579,001.4263400592,002.7238005374,000.9887796182,068.2874198444,001.3657483969,002.5900924556,000.0108028538,069.3991046907,001.3879820938,498.4000
