Cenario 0 S(t),Cenario 0 I(t),Cenario 0 R(t),Cenario 0 D(t),Cenario 1 S(t),Cenario 1 I(t),Cenario 1 R(t),Cenario 1 D(t),Cenario 2 S(t),Cenario 2 I(t),Cenario 2 R(t),Cenario 2 D(t),tempo(t)
000.5707747077,016.8613720730,054.5678532193,001.0913570644,007.0300293809,018.2263437733,046.7436268457,000.9348725369,003.3351617749,005.0110889755,063.6537492496,001.2730749850,192.1000
000.5698123032,016.8431738274,054.5870138694,001.0917402774,007.0236227943,018.2120386057,046.7643386000,000.9352867720,003.3334904956,005.0013714162,063.6651380882,001.2733027618,192.2000
000.5688525585,016.8249936019,054.6061538397,001.0921230768,007.0172270699,018.1977388317,046.7850340984,000.9357006820,003.3318232932,004.9916718654,063.6765048414,001.2735300968,192.3000
000.5678954644,016.8068313850,054.6252731506,001.0925054630,007.0108421866,018.1834444663,046.8057133471,000.9361142669,003.3301601564,004.9819902934,063.6878495502,001.2737569910,192.4000
000.5669410121,016.7886871653,054.6443718226,001.0928874365,007.0044681236,018.1691555242,046.8263763522,000.9365275270,003.3285010738,004.9723266708,063.6991722554,001.2739834451,192.5000
000.5659891925,016.7705609313,054.6634498762,001.0932689975,006.9981048601,018.1548720201,046.8470231198,000.9369404624,003.3268460344,004.9626809678,063.7104729978,001.2742094600,192.6000
000.5650399969,016.7524526713,054.6825073318,001.0936501466,006.9917523752,018.1405939686,046.8676536562,000.9373530731,003.3251950268,004.9530531550,063.7217518182,001.2744350364,192.7000
000.5640934163,016.7343623738,054.7015442098,001.0940308842,006.9854106481,018.1263213844,046.8882679675,000.9377653594,003.3235480400,004.9434432028,063.7330087572,001.2746601751,192.8000
000.5631494420,016.7162900273,054.7205605307,001.0944112106,006.9790796582,018.1120542818,046.9088660600,000.9381773212,003.3219050629,004.9338510817,063.7442438554,001.2748848771,192.9000
000.5622080650,016.6982356201,054.7395563148,001.0947911263,006.9727593847,018.0977926754,046.9294479399,000.9385889588,003.3202660844,004.9242767623,063.7554571533,001.2751091431,193.0000
000.5612692768,016.6801991406,054.7585315826,001.0951706317,006.9664498070,018.0835365796,046.9500136134,000.9390002723,003.3186310935,004.9147202151,063.7666486914,001.2753329738,193.1000
000.5603330684,016.6621805772,054.7774863543,001.0955497271,006.9601509045,018.0692860087,046.9705630868,000.9394112617,003.3170000792,004.9051814107,063.7778185101,001.2755563702,193.2000
000.5593994314,016.6441799182,054.7964206504,001.0959284130,006.9538626567,018.0550409770,046.9910963663,000.9398219273,003.3153730305,004.8956603199,063.7889666496,001.2757793330,193.3000
000.5584683569,016.6261971519,054.8153344913,001.0963066898,006.9475850429,018.0408014988,047.0116134583,000.9402322692,003.3137499365,004.8861569132,063.8000931504,001.2760018630,193.4000
000.5575398364,016.6082322665,054.8342278971,001.0966845579,006.9413180428,018.0265675881,047.0321143691,000.9406422874,003.3121307863,004.8766711613,063.8111980524,001.2762239610,193.5000
000.5566138613,016.5902852504,054.8531008883,001.0970620178,006.9350616358,018.0123392592,047.0525991050,000.9410519821,003.3105155690,004.8672030350,063.8222813960,001.2764456279,193.6000
000.5556904230,016.5723560918,054.8719534852,001.0974390697,006.9288158017,017.9981165260,047.0730676724,000.9414613534,003.3089042738,004.8577525051,063.8333432211,001.2766668644,193.7000
000.5547695130,016.5544447789,054.8907857080,001.0978157142,006.9225805200,017.9838994025,047.0935200775,000.9418704016,003.3072968900,004.8483195423,063.8443835677,001.2768876714,193.8000
000.5538511229,016.5365513000,054.9095975771,001.0981919515,006.9163557704,017.9696879028,047.1139563268,000.9422791265,003.3056934068,004.8389041175,063.8554024757,001.2771080495,193.9000
000.5529352442,016.5186756432,054.9283891127,001.0985677823,006.9101415326,017.9554820406,047.1343764267,000.9426875285,003.3040938135,004.8295062014,063.8663999851,001.2773279997,194.0000
000.5520218684,016.5008177966,054.9471603350,001.0989432067,006.9039377865,017.9412818299,047.1547803836,000.9430956077,003.3024980993,004.8201257651,063.8773761355,001.2775475227,194.1000
000.5511109871,016.4829777486,054.9659112643,001.0993182253,006.8977445119,017.9270872843,047.1751682038,000.9435033641,003.3009062537,004.8107627795,063.8883309668,001.2777666193,194.2000
000.5502025921,016.4651554870,054.9846419208,001.0996928384,006.8915616885,017.9128984176,047.1955398939,000.9439107979,003.2993182660,004.8014172154,063.8992645186,001.2779852904,194.3000
000.5492966750,016.4473510002,055.0033523248,001.1000670465,006.8853892962,017.8987152434,047.2158954603,000.9443179092,003.2977341257,004.7920890439,063.9101768304,001.2782035366,194.4000
000.5483932275,016.4295642761,055.0220424964,001.1004408499,006.8792273151,017.8845377754,047.2362349095,000.9447246982,003.2961538221,004.7827782360,063.9210679419,001.2784213588,194.5000
000.5474922413,016.4117953029,055.0407124558,001.1008142491,006.8730757251,017.8703660271,047.2565582478,000.9451311650,003.2945773448,004.7734847627,063.9319378924,001.2786387578,194.6000
000.5465937082,016.3940440686,055.0593622232,001.1011872445,006.8669345061,017.8562000119,047.2768654820,000.9455373096,003.2930046834,004.7642085952,063.9427867214,001.2788557344,194.7000
000.5456976201,016.3763105612,055.0779918187,001.1015598364,006.8608036383,017.8420397433,047.2971566183,000.9459431324,003.2914358272,004.7549497045,063.9536144682,001.2790722894,194.8000
000.5448039687,016.3585947687,055.0966012625,001.1019320253,006.8546831018,017.8278852347,047.3174316635,000.9463486333,003.2898707661,004.7457080618,063.9644211721,001.2792884234,194.9000
000.5439127460,016.3408966792,055.1151905748,001.1023038115,006.8485728766,017.8137364994,047.3376906240,000.9467538125,003.2883094894,004.7364836383,063.9752068723,001.2795041374,195.0000
000.5430239438,016.3232162806,055.1337597755,001.1026751955,006.8424729430,017.7995935507,047.3579335064,000.9471586701,003.2867519870,004.7272764052,063.9859716078,001.2797194322,195.1000
000.5421375541,016.3055535610,055.1523088850,001.1030461777,006.8363832811,017.7854564017,047.3781603172,000.9475632063,003.2851982485,004.7180863337,063.9967154178,001.2799343084,195.2000
000.5412535688,016.2879085081,055.1708379231,001.1034167585,006.8303038713,017.7713250656,047.3983710631,000.9479674213,003.2836482636,004.7089133951,064.0074383413,001.2801487668,195.3000
000.5403719799,016.2702811100,055.1893469100,001.1037869382,006.8242346937,017.7571995555,047.4185657507,000.9483713150,003.2821020221,004.6997575607,064.0181404172,001.2803628083,195.4000
000.5394927795,016.2526713546,055.2078358658,001.1041567173,006.8181757289,017.7430798845,047.4387443866,000.9487748877,003.2805595137,004.6906188019,064.0288216844,001.2805764337,195.5000
000.5386159596,016.2350792298,055.2263048106,001.1045260962,006.8121269570,017.7289660656,047.4589069774,000.9491781395,003.2790207283,004.6814970901,064.0394821817,001.2807896436,195.6000
000.5377415124,016.2175047234,055.2447537642,001.1048950753,006.8060883587,017.7148581116,047.4790535297,000.9495810706,003.2774856557,004.6723923965,064.0501219478,001.2810024390,195.7000
000.5368694298,016.1999478233,055.2631827469,001.1052636549,006.8000599142,017.7007560355,047.4991840503,000.9499836810,003.2759542858,004.6633046928,064.0607410214,001.2812148204,195.8000
000.5359997041,016.1824085174,055.2815917785,001.1056318356,006.7940416041,017.6866598501,047.5192985458,000.9503859709,003.2744266085,004.6542339504,064.0713394412,001.2814267888,195.9000
000.5351323275,016.1648867934,055.2999808791,001.1059996176,006.7880334090,017.6725695681,047.5393970229,000.9507879405,003.2729026137,004.6451801407,064.0819172456,001.2816383449,196.0000
000.5342672922,016.1473826392,055.3183500686,001.1063670014,006.7820353093,017.6584852024,047.5594794883,000.9511895898,003.2713822915,004.6361432353,064.0924744732,001.2818494895,196.1000
000.5334045903,016.1298960426,055.3366993671,001.1067339873,006.7760472858,017.6444067654,047.5795459488,000.9515909190,003.2698656318,004.6271232058,064.1030111624,001.2820602232,196.2000
000.5325442143,016.1124269913,055.3550287944,001.1071005759,006.7700693191,017.6303342699,047.5995964110,000.9519919282,003.2683526247,004.6181200238,064.1135273515,001.2822705470,196.3000
000.5316861563,016.0949754732,055.3733383705,001.1074667674,006.7641013898,017.6162677284,047.6196308818,000.9523926176,003.2668432602,004.6091336610,064.1240230788,001.2824804616,196.4000
000.5308304087,016.0775414759,055.3916281154,001.1078325623,006.7581434788,017.6022071534,047.6396493678,000.9527929874,003.2653375285,004.6001640889,064.1344983826,001.2826899677,196.5000
000.5299769639,016.0601249872,055.4098980489,001.1081979610,006.7521955667,017.5881525573,047.6596518759,000.9531930375,003.2638354197,004.5912112794,064.1449533009,001.2828990660,196.6000
000.5291258143,016.0427259948,055.4281481909,001.1085629638,006.7462576344,017.5741039526,047.6796384129,000.9535927683,003.2623369239,004.5822752041,064.1553878720,001.2831077574,196.7000
000.5282769523,016.0253444864,055.4463785613,001.1089275712,006.7403296628,017.5600613516,047.6996089856,000.9539921797,003.2608420313,004.5733558348,064.1658021339,001.2833160427,196.8000
000.5274303702,016.0079804497,055.4645891801,001.1092917836,006.7344116327,017.5460247666,047.7195636008,000.9543912720,003.2593507322,004.5644531434,064.1761961244,001.2835239225,196.9000
000.5265860607,015.9906338723,055.4827800670,001.1096556013,006.7285035250,017.5319942097,047.7395022653,000.9547900453,003.2578630169,004.5555671016,064.1865698815,001.2837313976,197.0000
000.5257440163,015.9733047419,055.5009512418,001.1100190248,006.7226053208,017.5179696933,047.7594249860,000.9551884997,003.2563788755,004.5466976814,064.1969234431,001.2839384689,197.1000
000.5249042293,015.9559930462,055.5191027245,001.1103820545,006.7167170009,017.5039512293,047.7793317697,000.9555866354,003.2548982985,004.5378448546,064.2072568470,001.2841451369,197.2000
000.5240666925,015.9386987728,055.5372345348,001.1107446907,006.7108385466,017.4899388300,047.7992226234,000.9559844525,003.2534212761,004.5290085932,064.2175701307,001.2843514026,197.3000
000.5232313984,015.9214219092,055.5553466925,001.1111069338,006.7049699388,017.4759325073,047.8190975539,000.9563819511,003.2519477988,004.5201888691,064.2278633321,001.2845572666,197.4000
000.5223983396,015.9041624431,055.5734392173,001.1114687843,006.6991111587,017.4619322732,047.8389565681,000.9567791314,003.2504778570,004.5113856544,064.2381364886,001.2847627298,197.5000
000.5215675088,015.8869203620,055.5915121292,001.1118302426,006.6932621874,017.4479381396,047.8587996730,000.9571759935,003.2490114411,004.5025989211,064.2483896378,001.2849677928,197.6000
000.5207388986,015.8696956536,055.6095654478,001.1121913090,006.6874230062,017.4339501184,047.8786268754,000.9575725375,003.2475485415,004.4938286413,064.2586228172,001.2851724563,197.7000
000.5199125019,015.8524883053,055.6275991929,001.1125519839,006.6815935963,017.4199682214,047.8984381823,000.9579687636,003.2460891489,004.4850747870,064.2688360641,001.2853767213,197.8000
000.5190883112,015.8352983047,055.6456133841,001.1129122677,006.6757739389,017.4059924604,047.9182336008,000.9583646720,003.2446332536,004.4763373305,064.2790294159,001.2855805883,197.9000
000.5182663193,015.8181256394,055.6636080413,001.1132721608,006.6699640153,017.3920228470,047.9380131377,000.9587602628,003.2431808463,004.4676162439,064.2892029098,001.2857840582,198.0000
000.5174465192,015.8009702968,055.6815831841,001.1136316637,006.6641638070,017.3780593930,047.9577768000,000.9591555360,003.2417319176,004.4589114993,064.2993565831,001.2859871317,198.1000
000.5166289035,015.7838322644,055.6995388321,001.1139907766,006.6583732953,017.3641021100,047.9775245947,000.9595504919,003.2402864580,004.4502230691,064.3094904729,001.2861898095,198.2000
000.5158134651,015.7667115298,055.7174750052,001.1143495001,006.6525924616,017.3501510095,047.9972565290,000.9599451306,003.2388444583,004.4415509256,064.3196046162,001.2863920923,198.3000
000.5150001969,015.7496080803,055.7353917228,001.1147078345,006.6468212874,017.3362061030,048.0169726097,000.9603394522,003.2374059090,004.4328950409,064.3296990501,001.2865939810,198.4000
000.5141890917,015.7325219036,055.7532890047,001.1150657801,006.6410597542,017.3222674019,048.0366728439,000.9607334569,003.2359708009,004.4242553875,064.3397738116,001.2867954762,198.5000
000.5133801426,015.7154529869,055.7711668705,001.1154233374,006.6353078435,017.3083349178,048.0563572386,000.9611271448,003.2345391248,004.4156319377,064.3498289374,001.2869965787,198.6000
000.5125733425,015.6984013177,055.7890253398,001.1157805068,006.6295655370,017.2944086619,048.0760258010,000.9615205160,003.2331108714,004.4070246640,064.3598644646,001.2871972893,198.7000
000.5117686843,015.6813668835,055.8068644322,001.1161372886,006.6238328162,017.2804886456,048.0956785382,000.9619135708,003.2316860314,004.3984335388,064.3698804297,001.2873976086,198.8000
000.5109661610,015.6643496717,055.8246841673,001.1164936833,006.6181096629,017.2665748801,048.1153154571,000.9623063091,003.2302645958,004.3898585346,064.3798768696,001.2875975374,198.9000
000.5101657657,015.6473496696,055.8424845647,001.1168496913,006.6123960586,017.2526673766,048.1349365649,000.9626987313,003.2288465554,004.3812996238,064.3898538208,001.2877970764,199.0000
000.5093674915,015.6303668646,055.8602656438,001.1172053129,006.6066919851,017.2387661462,048.1545418687,000.9630908374,003.2274319009,004.3727567791,064.3998113199,001.2879962264,199.1000
000.5085713315,015.6134012442,055.8780274244,001.1175605485,006.6009974242,017.2248712001,048.1741313757,000.9634826275,003.2260206235,004.3642299730,064.4097494035,001.2881949881,199.2000
000.5077772786,015.5964527956,055.8957699258,001.1179153985,006.5953123576,017.2109825494,048.1937050930,000.9638741019,003.2246127139,004.3557191781,064.4196681080,001.2883933622,199.3000
000.5069853262,015.5795215062,055.9134931676,001.1182698634,006.5896367673,017.1971002050,048.2132630277,000.9642652606,003.2232081631,004.3472243671,064.4295674698,001.2885913494,199.4000
000.5061954673,015.5626073634,055.9311971693,001.1186239434,006.5839706351,017.1832241778,048.2328051870,000.9646561037,003.2218069622,004.3387455126,064.4394475252,001.2887889505,199.5000
000.5054076952,015.5457103544,055.9488819504,001.1189776390,006.5783139430,017.1693544789,048.2523315781,000.9650466316,003.2204091022,004.3302825874,064.4493083104,001.2889861662,199.6000
000.5046220030,015.5288304666,055.9665475303,001.1193309506,006.5726666728,017.1554911190,048.2718422082,000.9654368442,003.2190145740,004.3218355642,064.4591498618,001.2891829972,199.7000
000.5038383841,015.5119676873,055.9841939286,001.1196838786,006.5670288065,017.1416341090,048.2913370845,000.9658267417,003.2176233689,004.3134044158,064.4689722153,001.2893794443,199.8000
000.5030568316,015.4951220038,056.0018211646,001.1200364233,006.5614003263,017.1277834595,048.3108162142,000.9662163243,003.2162354778,004.3049891150,064.4787754072,001.2895755081,199.9000
000.5022773389,015.4782934033,056.0194292578,001.1203885852,006.5557812141,017.1139391814,048.3302796045,000.9666055921,003.2148508919,004.2965896348,064.4885594733,001.2897711895,200.0000
000.5014998993,015.4614818731,056.0370182276,001.1207403646,006.5501714520,017.1001012853,048.3497272626,000.9669945453,003.2134696024,004.2882059478,064.4983244498,001.2899664890,200.1000
000.5007245061,015.4446874005,056.0545880933,001.1210917619,006.5445710223,017.0862697818,048.3691591959,000.9673831839,003.2120916005,004.2798380271,064.5080703724,001.2901614074,200.2000
000.4999511528,015.4279099727,056.0721388745,001.1214427775,006.5389799070,017.0724446815,048.3885754116,000.9677715082,003.2107168773,004.2714858457,064.5177972770,001.2903559455,200.3000
000.4991798327,015.4111495770,056.0896705904,001.1217934118,006.5333980883,017.0586259948,048.4079759169,000.9681595183,003.2093454241,004.2631493765,064.5275051994,001.2905501040,200.4000
000.4984105391,015.3944062005,056.1071832603,001.1221436652,006.5278255486,017.0448137322,048.4273607192,000.9685472144,003.2079772322,004.2548285926,064.5371941752,001.2907438835,200.5000
000.4976432657,015.3776798305,056.1246769037,001.1224935381,006.5222622701,017.0310079042,048.4467298257,000.9689345965,003.2066122929,004.2465234669,064.5468642402,001.2909372848,200.6000
000.4968780058,015.3609704543,056.1421515399,001.1228430308,006.5167082351,017.0172085212,048.4660832437,000.9693216649,003.2052505975,004.2382339726,064.5565154299,001.2911303086,200.7000
000.4961147530,015.3442780588,056.1596071882,001.1231921438,006.5111634259,017.0034155934,048.4854209807,000.9697084196,003.2038921373,004.2299600829,064.5661477798,001.2913229556,200.8000
000.4953535007,015.3276026315,056.1770438678,001.1235408774,006.5056278250,016.9896291311,048.5047430439,000.9700948609,003.2025369037,004.2217017708,064.5757613255,001.2915152265,200.9000
000.4945942426,015.3109441594,056.1944615980,001.1238892320,006.5001014148,016.9758491445,048.5240494406,000.9704809888,003.2011848881,004.2134590097,064.5853561022,001.2917071220,201.0000
000.4938369721,015.2943026297,056.2118603982,001.1242372080,006.4945841778,016.9620756439,048.5433401783,000.9708668036,003.1998360820,004.2052317726,064.5949321454,001.2918986429,201.1000
000.4930816829,015.2776780296,056.2292402876,001.1245848058,006.4890760964,016.9483086394,048.5626152642,000.9712523053,003.1984904767,004.1970200329,064.6044894904,001.2920897898,201.2000
000.4923283686,015.2610703461,056.2466012853,001.1249320257,006.4835771532,016.9345481410,048.5818747059,000.9716374941,003.1971480639,004.1888237638,064.6140281723,001.2922805634,201.3000
000.4915770228,015.2444795665,056.2639434107,001.1252788682,006.4780873307,016.9207941587,048.6011185106,000.9720223702,003.1958088349,004.1806429388,064.6235482263,001.2924709645,201.4000
000.4908276392,015.2279056779,056.2812666830,001.1256253337,006.4726066116,016.9070467027,048.6203466858,000.9724069337,003.1944727813,004.1724775312,064.6330496875,001.2926609938,201.5000
000.4900802115,015.2113486673,056.2985711212,001.1259714224,006.4671349785,016.8933057827,048.6395592388,000.9727911848,003.1931398947,004.1643275143,064.6425325910,001.2928506518,201.6000
000.4893347334,015.1948085219,056.3158567447,001.1263171349,006.4616724140,016.8795714088,048.6587561772,000.9731751235,003.1918101667,004.1561928616,064.6519969717,001.2930399394,201.7000
000.4885911986,015.1782852288,056.3331235726,001.1266624715,006.4562189010,016.8658435907,048.6779375084,000.9735587502,003.1904835888,004.1480735466,064.6614428646,001.2932288573,201.8000
000.4878496010,015.1617787751,056.3503716240,001.1270074325,006.4507744221,016.8521223382,048.6971032397,000.9739420648,003.1891601528,004.1399695428,064.6708703045,001.2934174061,201.9000
000.4871099342,015.1452891478,056.3676009180,001.1273520184,006.4453389601,016.8384076612,048.7162533787,000.9743250676,003.1878398502,004.1318808237,064.6802793261,001.2936055865,202.0000
000.4863721921,015.1288163340,056.3848114739,001.1276962295,006.4399124978,016.8246995693,048.7353879329,000.9747077587,003.1865226728,004.1238073629,064.6896699644,001.2937933993,202.1000
000.4856363686,015.1123603208,056.4020033106,001.1280400662,006.4344950182,016.8109980721,048.7545069097,000.9750901382,003.1852086122,004.1157491340,064.6990422538,001.2939808451,202.2000
000.4849024574,015.0959210953,056.4191764474,001.1283835289,006.4290865040,016.7973031794,048.7736103166,000.9754722063,003.1838976602,004.1077061106,064.7083962291,001.2941679246,202.3000
000.4841704525,015.0794986444,056.4363309031,001.1287266181,006.4236869383,016.7836149006,048.7926981611,000.9758539632,003.1825898087,004.0996782665,064.7177319248,001.2943546385,202.4000
000.4834403477,015.0630929553,056.4534666971,001.1290693339,006.4182963039,016.7699332454,048.8117704508,000.9762354090,003.1812850492,004.0916655753,064.7270493755,001.2945409875,202.5000
000.4827121370,015.0467040149,056.4705838481,001.1294116770,006.4129145838,016.7562582231,048.8308271931,000.9766165439,003.1799833738,004.0836680108,064.7363486154,001.2947269723,202.6000
000.4819858143,015.0303318102,056.4876823754,001.1297536475,006.4075417612,016.7425898432,048.8498683956,000.9769973679,003.1786847741,004.0756855468,064.7456296791,001.2949125936,202.7000
000.4812613737,015.0139763284,056.5047622979,001.1300952460,006.4021778190,016.7289281151,048.8688940659,000.9773778813,003.1773892422,004.0677181571,064.7548926008,001.2950978520,202.8000
000.4805388090,014.9976375563,056.5218236347,001.1304364727,006.3968227404,016.7152730481,048.8879042115,000.9777580842,003.1760967698,004.0597658155,064.7641374147,001.2952827483,202.9000
000.4798181143,014.9813154811,056.5388664046,001.1307773281,006.3914765085,016.7016246516,048.9068988399,000.9781379768,003.1748073489,004.0518284959,064.7733641552,001.2954672831,203.0000
000.4790992836,014.9650100896,056.5558906268,001.1311178125,006.3861391064,016.6879829348,048.9258779589,000.9785175592,003.1735209714,004.0439061722,064.7825728564,001.2956514571,203.1000
000.4783823111,014.9487213689,056.5728963201,001.1314579264,006.3808105174,016.6743479068,048.9448415758,000.9788968315,003.1722376293,004.0359988185,064.7917635522,001.2958352710,203.2000
000.4776671907,014.9324493059,056.5898835034,001.1317976701,006.3754907246,016.6607195769,048.9637896985,000.9792757940,003.1709573146,004.0281064086,064.8009362768,001.2960187255,203.3000
000.4769539166,014.9161938876,056.6068521958,001.1321370439,006.3701797115,016.6470979542,048.9827223343,000.9796544467,003.1696800192,004.0202289167,064.8100910641,001.2962018213,203.4000
000.4762424829,014.8999551010,056.6238024161,001.1324760483,006.3648774612,016.6334830477,049.0016394911,000.9800327898,003.1684057353,004.0123663167,064.8192279480,001.2963845590,203.5000
000.4755328837,014.8837329330,056.6407341833,001.1328146837,006.3595839571,016.6198748665,049.0205411764,000.9804108235,003.1671344548,004.0045185828,064.8283469623,001.2965669392,203.6000
000.4748251133,014.8675273706,056.6576475162,001.1331529503,006.3542991827,016.6062734195,049.0394273978,000.9807885480,003.1658661700,003.9966856891,064.8374481409,001.2967489628,203.7000
000.4741191657,014.8513384006,056.6745424337,001.1334908487,006.3490231212,016.5926787158,049.0582981631,000.9811659633,003.1646008728,003.9888676097,064.8465315175,001.2969306304,203.8000
000.4734150353,014.8351660101,056.6914189546,001.1338283791,006.3437557561,016.5790907641,049.0771534798,000.9815430696,003.1633385554,003.9810643189,064.8555971257,001.2971119425,203.9000
000.4727127162,014.8190101860,056.7082770978,001.1341655420,006.3384970710,016.5655095733,049.0959933557,000.9819198671,003.1620792099,003.9732757909,064.8646449992,001.2972929000,204.0000
000.4720122028,014.8028709152,056.7251168821,001.1345023376,006.3332470493,016.5519351523,049.1148177984,000.9822963560,003.1608228287,003.9655019999,064.8736751714,001.2974735034,204.1000
000.4713134892,014.7867481845,056.7419383263,001.1348387665,006.3280056746,016.5383675098,049.1336268156,000.9826725363,003.1595694037,003.9577429203,064.8826876760,001.2976537535,204.2000
000.4706165698,014.7706419810,056.7587414492,001.1351748290,006.3227729304,016.5248066546,049.1524204150,000.9830484083,003.1583189274,003.9499985264,064.8916825462,001.2978336509,204.3000
000.4699214389,014.7545522914,056.7755262696,001.1355105254,006.3175488004,016.5112525952,049.1711986044,000.9834239721,003.1570713919,003.9422687925,064.9006598156,001.2980131963,204.4000
000.4692280909,014.7384791028,056.7922928063,001.1358458561,006.3123332682,016.4977053404,049.1899613914,000.9837992278,003.1558267895,003.9345536931,064.9096195174,001.2981923903,204.5000
000.4685365201,014.7224224019,056.8090410781,001.1361808216,006.3071263175,016.4841648986,049.2087087839,000.9841741757,003.1545851125,003.9268532026,064.9185616849,001.2983712337,204.6000
000.4678467208,014.7063821757,056.8257711035,001.1365154221,006.3019279320,016.4706312786,049.2274407894,000.9845488158,003.1533463532,003.9191672955,064.9274863513,001.2985497270,204.7000
000.4671586875,014.6903584110,056.8424829014,001.1368496580,006.2967380954,016.4571044887,049.2461574159,000.9849231483,003.1521105040,003.9114959463,064.9363935497,001.2987278710,204.8000
000.4664724147,014.6743510948,056.8591764905,001.1371835298,006.2915567916,016.4435845374,049.2648586710,000.9852971734,003.1508775573,003.9038391295,064.9452833132,001.2989056663,204.9000
000.4657878967,014.6583602138,056.8758518895,001.1375170378,006.2863840043,016.4300714332,049.2835445625,000.9856708913,003.1496475054,003.8961968198,064.9541556748,001.2990831135,205.0000
000.4651051280,014.6423857550,056.8925091170,001.1378501823,006.2812197174,016.4165651844,049.3022150982,000.9860443020,003.1484203407,003.8885689917,064.9630106676,001.2992602134,205.1000
000.4644241031,014.6264277051,056.9091481917,001.1381829638,006.2760639147,016.4030657993,049.3208702859,000.9864174057,003.1471960557,003.8809556198,064.9718483244,001.2994369665,205.2000
000.4637448166,014.6104860511,056.9257691323,001.1385153826,006.2709165803,016.3895732863,049.3395101334,000.9867902027,003.1459746429,003.8733566790,064.9806686781,001.2996133736,205.3000
000.4630672629,014.5945607798,056.9423719574,001.1388474391,006.2657776979,016.3760876536,049.3581346485,000.9871626930,003.1447560947,003.8657721438,064.9894717615,001.2997894352,205.4000
000.4623914365,014.5786518779,056.9589566855,001.1391791337,006.2606472517,016.3626089093,049.3767438391,000.9875348768,003.1435404037,003.8582019891,064.9982576072,001.2999651521,205.5000
000.4617173321,014.5627593325,056.9755233354,001.1395104667,006.2555252255,016.3491370616,049.3953377128,000.9879067543,003.1423275623,003.8506461896,065.0070262481,001.3001405250,205.6000
000.4610449443,014.5468831301,056.9920719255,001.1398414385,006.2504116036,016.3356721188,049.4139162777,000.9882783256,003.1411175631,003.8431047201,065.0157777167,001.3003155543,205.7000
000.4603742676,014.5310232578,057.0086024746,001.1401720495,006.2453063699,016.3222140887,049.4324795414,000.9886495908,003.1399103988,003.8355775556,065.0245120456,001.3004902409,205.8000
000.4597052967,014.5151797023,057.0251150010,001.1405023000,006.2402095085,016.3087629795,049.4510275120,000.9890205502,003.1387060618,003.8280646709,065.0332292674,001.3006645853,205.9000
000.4590380262,014.4993524504,057.0416095234,001.1408321905,006.2351210036,016.2953187992,049.4695601972,000.9893912039,003.1375045448,003.8205660409,065.0419294143,001.3008385883,206.0000
000.4583724508,014.4835414890,057.0580860603,001.1411617212,006.2300408394,016.2818815557,049.4880776049,000.9897615521,003.1363058405,003.8130816406,065.0506125190,001.3010122504,206.1000
000.4577085651,014.4677468047,057.0745446301,001.1414908926,006.2249690000,016.2684512570,049.5065797430,000.9901315949,003.1351099414,003.8056114449,065.0592786136,001.3011855723,206.2000
000.4570463640,014.4519683845,057.0909852515,001.1418197050,006.2199054698,016.2550279108,049.5250666195,000.9905013324,003.1339168404,003.7981554291,065.0679277305,001.3013585546,206.3000
000.4563858420,014.4362062151,057.1074079428,001.1421481589,006.2148502329,016.2416115250,049.5435382421,000.9908707648,003.1327265301,003.7907135679,065.0765599020,001.3015311980,206.4000
000.4557269940,014.4204602834,057.1238127226,001.1424762545,006.2098032738,016.2282021074,049.5619946188,000.9912398924,003.1315390032,003.7832858367,065.0851751601,001.3017035032,206.5000
000.4550698147,014.4047305760,057.1401996093,001.1428039922,006.2047645766,016.2147996658,049.5804357576,000.9916087152,003.1303542525,003.7758722105,065.0937735370,001.3018754707,206.6000
000.4544142989,014.3890170798,057.1565686213,001.1431313724,006.1997341259,016.2014042078,049.5988616663,000.9919772333,003.1291722707,003.7684726646,065.1023550647,001.3020471013,206.7000
000.4537604414,014.3733197815,057.1729197771,001.1434583955,006.1947119060,016.1880157411,049.6172723529,000.9923454471,003.1279930507,003.7610871740,065.1109197753,001.3022183955,206.8000
000.4531082370,014.3576386680,057.1892530950,001.1437850619,006.1896979013,016.1746342734,049.6356678253,000.9927133565,003.1268165852,003.7537157140,065.1194677007,001.3023893540,206.9000
000.4524576806,014.3419737259,057.2055685935,001.1441113719,006.1846920963,016.1612598122,049.6540480916,000.9930809618,003.1256428672,003.7463582600,065.1279988728,001.3025599775,207.0000
000.4518087669,014.3263249421,057.2218662909,001.1444373258,006.1796944755,016.1478923650,049.6724131595,000.9934482632,003.1244718894,003.7390147872,065.1365133234,001.3027302665,207.1000
000.4511614910,014.3106923033,057.2381462057,001.1447629241,006.1747050234,016.1345319394,049.6907630372,000.9938152607,003.1233036447,003.7316852710,065.1450110843,001.3029002217,207.2000
000.4505158477,014.2950757963,057.2544083560,001.1450881671,006.1697237247,016.1211785427,049.7090977326,000.9941819547,003.1221381261,003.7243696867,065.1534921872,001.3030698437,207.3000
000.4498718319,014.2794754078,057.2706527603,001.1454130552,006.1647505638,016.1078321826,049.7274172537,000.9945483451,003.1209753264,003.7170680098,065.1619566637,001.3032391333,207.4000
000.4492294385,014.2638911246,057.2868794369,001.1457375887,006.1597855254,016.0944928662,049.7457216084,000.9949144322,003.1198152387,003.7097802157,065.1704045456,001.3034080909,207.5000
